prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k1.5,cap_k3,cap_k5,cap_k10,cap_k20
bookmia.42.55,attack_train,the_silmarillion,172.018,77,2.234,14.235,0.118381,0.177115,0.294189,0.585279,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.58,attack_train,the_silmarillion,194.103,97,2.0011,10.06,0.104766,0.156795,0.26055,0.518758,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.61,attack_train,the_silmarillion,287.212,85,3.379,12.472,0.070523,0.105627,0.175706,0.35043,0.698481,1.0,1.0,1.0,1.0,1.0
bookmia.42.62,attack_train,the_silmarillion,176.225,77,2.2886,11.55,0.115522,0.172849,0.28713,0.571332,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.63,attack_train,the_silmarillion,186.292,95,1.961,12.194,0.10921,0.163428,0.271535,0.540495,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.64,attack_train,the_silmarillion,214.771,84,2.5568,13.144,0.09458,0.141583,0.235347,0.468831,0.932377,1.0,1.0,1.0,1.0,1.0
bookmia.42.65,attack_train,the_silmarillion,179.847,63,2.8547,15.8,0.113169,0.169337,0.281318,0.559842,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.68,attack_train,the_silmarillion,168.905,75,2.2521,14.001,0.120589,0.180409,0.299639,0.596043,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.69,attack_train,the_silmarillion,186.496,74,2.5202,14.354,0.109089,0.163248,0.271236,0.539904,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.70,attack_train,the_silmarillion,157.91,74,2.1339,13.744,0.12909,0.193089,0.320609,0.637419,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.72,attack_train,the_silmarillion,142.056,81,1.7538,15.094,0.143687,0.214847,0.356559,0.708198,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.74,attack_train,the_silmarillion,126.428,72,1.7559,13.258,0.161693,0.241663,0.400808,0.794976,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.78,attack_train,the_silmarillion,164.033,76,2.1583,15.729,0.124214,0.185817,0.308584,0.6137,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.79,attack_train,the_silmarillion,223.21,78,2.8617,16.063,0.090967,0.136186,0.226401,0.451092,0.897498,1.0,1.0,1.0,1.0,1.0
bookmia.42.80,attack_train,the_silmarillion,192.557,80,2.407,14.638,0.105617,0.158065,0.262654,0.522921,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.86,attack_train,the_silmarillion,174.984,68,2.5733,17.602,0.116351,0.174086,0.289177,0.575377,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.87,attack_train,the_silmarillion,150.925,76,1.9859,12.194,0.13514,0.202109,0.335518,0.666798,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.89,attack_train,the_silmarillion,210.361,84,2.5043,3.462,0.096584,0.144576,0.240308,0.478664,0.951667,1.0,1.0,1.0,1.0,1.0
bookmia.42.90,attack_train,the_silmarillion,181.413,77,2.356,13.84,0.112181,0.167863,0.278877,0.555016,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.91,attack_train,the_silmarillion,193.737,70,2.7677,14.789,0.104966,0.157093,0.261045,0.519737,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.98,attack_train,the_silmarillion,142.91,86,1.6617,13.797,0.142817,0.213551,0.35442,0.703992,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.99,attack_train,the_silmarillion,177.299,81,2.1889,12.37,0.114814,0.171793,0.285382,0.567876,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.00,attack_train,their_eyes_were_watching_god,220.617,73,3.0221,12.63,0.092048,0.1378,0.229076,0.456399,0.907941,1.0,1.0,1.0,1.0,1.0
bookmia.44.01,attack_train,their_eyes_were_watching_god,201.037,82,2.4517,9.858,0.101113,0.15134,0.251516,0.500869,0.994998,1.0,1.0,1.0,1.0,1.0
bookmia.44.02,attack_train,their_eyes_were_watching_god,164.422,72,2.2836,16.894,0.123917,0.185373,0.30785,0.612252,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.03,attack_train,their_eyes_were_watching_god,241.073,80,3.0134,16.614,0.08416,0.126015,0.209535,0.417631,0.831505,1.0,1.0,1.0,1.0,1.0
bookmia.44.04,attack_train,their_eyes_were_watching_god,218.509,82,2.6647,15.403,0.092945,0.13914,0.231299,0.460805,0.916607,1.0,1.0,1.0,1.0,1.0
bookmia.44.05,attack_train,their_eyes_were_watching_god,167.456,68,2.4626,11.789,0.121645,0.181984,0.302245,0.601188,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.08,attack_train,their_eyes_were_watching_god,161.248,72,2.2396,10.44,0.126386,0.189056,0.31394,0.624268,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.10,attack_train,their_eyes_were_watching_god,190.164,73,2.605,17.282,0.106961,0.160071,0.265977,0.529498,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.16,attack_train,their_eyes_were_watching_god,202.055,82,2.4641,12.772,0.100598,0.150571,0.250242,0.498345,0.990104,1.0,1.0,1.0,1.0,1.0
bookmia.44.19,attack_train,their_eyes_were_watching_god,207.442,85,2.4405,9.96,0.097958,0.146628,0.243708,0.485402,0.964859,1.0,1.0,1.0,1.0,1.0
bookmia.44.22,attack_train,their_eyes_were_watching_god,150.786,69,2.1853,10.707,0.135266,0.202297,0.335828,0.667409,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.23,attack_train,their_eyes_were_watching_god,190.441,70,2.7206,12.997,0.106804,0.159836,0.265588,0.528728,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.25,attack_train,their_eyes_were_watching_god,175.991,78,2.2563,13.953,0.115678,0.173081,0.287514,0.57209,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.27,attack_train,their_eyes_were_watching_god,147.199,68,2.1647,0.088,0.138604,0.207273,0.344049,0.683592,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.30,attack_train,their_eyes_were_watching_god,162.378,75,2.165,2.363,0.125496,0.187728,0.311745,0.619937,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.32,attack_train,their_eyes_were_watching_god,226.488,88,2.5737,14.75,0.089637,0.134198,0.223106,0.444558,0.884628,1.0,1.0,1.0,1.0,1.0
bookmia.44.33,attack_train,their_eyes_were_watching_god,215.586,76,2.8367,12.145,0.094219,0.141043,0.234452,0.467057,0.928894,1.0,1.0,1.0,1.0,1.0
bookmia.44.34,attack_train,their_eyes_were_watching_god,153.039,68,2.2506,16.14,0.13325,0.199292,0.330862,0.657627,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.36,attack_train,their_eyes_were_watching_god,171.942,77,2.233,9.754,0.118434,0.177194,0.29432,0.585537,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.40,attack_train,their_eyes_were_watching_god,216.543,77,2.8122,10.525,0.093798,0.140414,0.23341,0.464992,0.924836,1.0,1.0,1.0,1.0,1.0
bookmia.44.45,attack_train,their_eyes_were_watching_god,188.679,84,2.2462,0.159,0.107812,0.161342,0.268081,0.533662,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.46,attack_train,their_eyes_were_watching_god,186.883,75,2.4918,11.638,0.10886,0.162907,0.270672,0.538787,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.47,attack_train,their_eyes_were_watching_god,204.588,79,2.5897,14.106,0.099339,0.148691,0.247127,0.492175,0.97809,1.0,1.0,1.0,1.0,1.0
bookmia.44.49,attack_train,their_eyes_were_watching_god,214.331,78,2.7478,14.634,0.094776,0.141876,0.235833,0.469794,0.934267,1.0,1.0,1.0,1.0,1.0
bookmia.44.50,attack_train,their_eyes_were_watching_god,209.698,72,2.9125,6.949,0.096893,0.145037,0.241072,0.480178,0.954633,1.0,1.0,1.0,1.0,1.0
bookmia.44.51,attack_train,their_eyes_were_watching_god,161.976,80,2.0247,9.788,0.125811,0.188198,0.312522,0.621471,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.52,attack_train,their_eyes_were_watching_god,202.577,70,2.894,7.762,0.100336,0.15018,0.249593,0.497061,0.987608,1.0,1.0,1.0,1.0,1.0
bookmia.44.53,attack_train,their_eyes_were_watching_god,190.659,74,2.5765,12.148,0.10668,0.159652,0.265283,0.528124,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.54,attack_train,their_eyes_were_watching_god,140.481,87,1.6147,0.334,0.145319,0.217278,0.360574,0.716087,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.58,attack_train,their_eyes_were_watching_god,136.931,65,2.1066,19.907,0.149135,0.222964,0.36996,0.734521,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.61,attack_train,their_eyes_were_watching_god,205.102,74,2.7717,20.615,0.099088,0.148315,0.246504,0.490941,0.975682,1.0,1.0,1.0,1.0,1.0
bookmia.44.62,attack_train,their_eyes_were_watching_god,181.937,71,2.5625,12.481,0.111854,0.167375,0.278069,0.553419,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.67,attack_train,their_eyes_were_watching_god,191.155,68,2.8111,13.81,0.1064,0.159234,0.264591,0.526754,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.68,attack_train,their_eyes_were_watching_god,176.261,73,2.4145,11.454,0.115498,0.172814,0.287071,0.571215,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.72,attack_train,their_eyes_were_watching_god,158.158,78,2.0277,11.341,0.128885,0.192783,0.320104,0.636423,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.73,attack_train,their_eyes_were_watching_god,206.595,76,2.7184,12.514,0.098364,0.147234,0.244713,0.487392,0.968751,1.0,1.0,1.0,1.0,1.0
bookmia.44.74,attack_train,their_eyes_were_watching_god,230.048,78,2.9493,16.472,0.088236,0.132104,0.219634,0.437671,0.871055,1.0,1.0,1.0,1.0,1.0
bookmia.44.75,attack_train,their_eyes_were_watching_god,183.512,79,2.3229,13.333,0.110883,0.165926,0.27567,0.548675,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.76,attack_train,their_eyes_were_watching_god,170.067,80,2.1258,8.799,0.119755,0.179165,0.297582,0.591979,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.81,attack_train,their_eyes_were_watching_god,218.196,72,3.0305,12.594,0.09308,0.139342,0.231632,0.461467,0.917908,1.0,1.0,1.0,1.0,1.0
bookmia.44.82,attack_train,their_eyes_were_watching_god,253.381,81,3.1282,10.873,0.080033,0.119846,0.199302,0.397314,0.791346,1.0,1.0,1.0,1.0,1.0
bookmia.44.85,attack_train,their_eyes_were_watching_god,208.338,73,2.8539,14.7,0.097532,0.145992,0.242654,0.483314,0.960773,1.0,1.0,1.0,1.0,1.0
bookmia.44.87,attack_train,their_eyes_were_watching_god,205.334,75,2.7378,9.743,0.098974,0.148146,0.246224,0.490386,0.974599,1.0,1.0,1.0,1.0,1.0
bookmia.44.88,attack_train,their_eyes_were_watching_god,147.236,79,1.8637,1.222,0.138569,0.20722,0.343962,0.683422,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.89,attack_train,their_eyes_were_watching_god,228.836,72,3.1783,6.953,0.088708,0.13281,0.220804,0.439992,0.875629,1.0,1.0,1.0,1.0,1.0
bookmia.44.92,attack_train,their_eyes_were_watching_god,184.457,70,2.6351,9.822,0.110308,0.165068,0.274251,0.545867,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.93,attack_train,their_eyes_were_watching_god,259.155,88,2.9449,10.487,0.078233,0.117155,0.194838,0.388447,0.773802,1.0,1.0,1.0,1.0,1.0
bookmia.44.94,attack_train,their_eyes_were_watching_god,243.768,74,3.2942,12.778,0.083221,0.12461,0.207206,0.413007,0.822371,1.0,1.0,1.0,1.0,1.0
bookmia.44.95,attack_train,their_eyes_were_watching_god,185.796,92,2.0195,8.256,0.109504,0.163868,0.272264,0.541936,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.44.98,attack_train,their_eyes_were_watching_god,190.944,74,2.5803,12.532,0.106519,0.159412,0.264884,0.527336,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.01,attack_train,to_kill_a_mockingbird,184.1,73,2.5219,15.302,0.110525,0.165391,0.274785,0.546924,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.02,attack_train,to_kill_a_mockingbird,190.818,78,2.4464,13.878,0.10659,0.159518,0.26506,0.527684,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.04,attack_train,to_kill_a_mockingbird,217.488,70,3.107,15.564,0.093386,0.139799,0.232391,0.46297,0.920863,1.0,1.0,1.0,1.0,1.0
bookmia.46.05,attack_train,to_kill_a_mockingbird,198.231,83,2.3883,11.29,0.102561,0.153501,0.255096,0.507958,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.07,attack_train,to_kill_a_mockingbird,180.573,84,2.1497,12.768,0.112709,0.168651,0.280181,0.557594,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.08,attack_train,to_kill_a_mockingbird,187.633,79,2.3751,1.466,0.10842,0.16225,0.269584,0.536635,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.09,attack_train,to_kill_a_mockingbird,177.055,73,2.4254,9.798,0.114974,0.172032,0.285777,0.568658,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.10,attack_train,to_kill_a_mockingbird,211.869,71,2.9841,12.426,0.095889,0.143538,0.238588,0.475256,0.944985,1.0,1.0,1.0,1.0,1.0
bookmia.46.13,attack_train,to_kill_a_mockingbird,186.803,72,2.5945,5.658,0.108907,0.162977,0.270788,0.539018,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.15,attack_train,to_kill_a_mockingbird,177.189,70,2.5313,11.184,0.114886,0.171901,0.28556,0.568228,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.16,attack_train,to_kill_a_mockingbird,158.429,65,2.4374,10.617,0.128662,0.192451,0.319553,0.635339,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.19,attack_train,to_kill_a_mockingbird,183.41,65,2.8217,5.341,0.110945,0.166019,0.275824,0.54898,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.20,attack_train,to_kill_a_mockingbird,178.726,69,2.5902,11.417,0.113887,0.170409,0.283092,0.563349,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.21,attack_train,to_kill_a_mockingbird,155.112,80,1.9389,13.041,0.131448,0.196604,0.32642,0.648874,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.22,attack_train,to_kill_a_mockingbird,192.302,74,2.5987,12.932,0.105758,0.158276,0.263004,0.523614,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.24,attack_train,to_kill_a_mockingbird,157.239,70,2.2463,12.369,0.129648,0.19392,0.321983,0.64013,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.25,attack_train,to_kill_a_mockingbird,203.092,75,2.7079,1.884,0.100079,0.149796,0.248957,0.4958,0.985156,1.0,1.0,1.0,1.0,1.0
bookmia.46.27,attack_train,to_kill_a_mockingbird,176.087,74,2.3795,12.929,0.115614,0.172986,0.287357,0.571779,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.30,attack_train,to_kill_a_mockingbird,236.045,86,2.7447,8.549,0.085971,0.128721,0.214024,0.426539,0.849094,1.0,1.0,1.0,1.0,1.0
bookmia.46.31,attack_train,to_kill_a_mockingbird,190.566,68,2.8024,16.183,0.106733,0.159731,0.265413,0.528381,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.32,attack_train,to_kill_a_mockingbird,172.806,81,2.1334,8.575,0.117835,0.1763,0.292841,0.582615,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.33,attack_train,to_kill_a_mockingbird,187.793,68,2.7617,12.164,0.108327,0.16211,0.269353,0.536178,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.34,attack_train,to_kill_a_mockingbird,178.688,72,2.4818,1.476,0.113911,0.170446,0.283152,0.563469,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.35,attack_train,to_kill_a_mockingbird,200.694,77,2.6064,14.605,0.101288,0.151601,0.251948,0.501725,0.996654,1.0,1.0,1.0,1.0,1.0
bookmia.46.36,attack_train,to_kill_a_mockingbird,156.417,71,2.2031,11.865,0.130338,0.194949,0.323684,0.643481,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.39,attack_train,to_kill_a_mockingbird,194.979,74,2.6348,16.448,0.10429,0.156084,0.259374,0.516428,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.40,attack_train,to_kill_a_mockingbird,204.505,85,2.4059,0.767,0.09938,0.148752,0.247228,0.492374,0.978479,1.0,1.0,1.0,1.0,1.0
bookmia.46.41,attack_train,to_kill_a_mockingbird,201.086,76,2.6459,13.103,0.101088,0.151303,0.251454,0.500747,0.994762,1.0,1.0,1.0,1.0,1.0
bookmia.46.42,attack_train,to_kill_a_mockingbird,186.621,89,2.0969,13.7,0.109015,0.163137,0.271054,0.539543,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.46,attack_train,to_kill_a_mockingbird,166.622,69,2.4148,14.134,0.122261,0.182904,0.303766,0.60419,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.50,attack_train,to_kill_a_mockingbird,133.352,79,1.688,14.674,0.15319,0.229003,0.379927,0.754078,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.52,attack_train,to_kill_a_mockingbird,178.5,70,2.55,16.046,0.114033,0.170627,0.283452,0.564061,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.53,attack_train,to_kill_a_mockingbird,211.343,77,2.7447,19.12,0.09613,0.143899,0.239185,0.476439,0.947305,1.0,1.0,1.0,1.0,1.0
bookmia.46.59,attack_train,to_kill_a_mockingbird,135.178,82,1.6485,4.451,0.151094,0.225882,0.374776,0.743974,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.61,attack_train,to_kill_a_mockingbird,215.148,79,2.7234,0.874,0.094412,0.141332,0.234932,0.468009,0.930762,1.0,1.0,1.0,1.0,1.0
bookmia.46.62,attack_train,to_kill_a_mockingbird,183.394,76,2.4131,13.182,0.110955,0.166033,0.275849,0.549027,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.65,attack_train,to_kill_a_mockingbird,235.604,72,3.2723,1.713,0.086134,0.128964,0.214427,0.427338,0.850671,1.0,1.0,1.0,1.0,1.0
bookmia.46.66,attack_train,to_kill_a_mockingbird,174.456,69,2.5283,10.437,0.116707,0.174618,0.290057,0.577115,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.67,attack_train,to_kill_a_mockingbird,165.956,67,2.477,14.504,0.122758,0.183644,0.304991,0.606608,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.70,attack_train,to_kill_a_mockingbird,259.046,84,3.0839,2.205,0.078266,0.117204,0.19492,0.388611,0.774126,1.0,1.0,1.0,1.0,1.0
bookmia.46.72,attack_train,to_kill_a_mockingbird,178.414,73,2.444,12.198,0.114088,0.17071,0.283589,0.564333,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.76,attack_train,to_kill_a_mockingbird,162.925,77,2.1159,13.968,0.125069,0.187092,0.310693,0.617862,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.77,attack_train,to_kill_a_mockingbird,202.238,82,2.4663,12.44,0.100506,0.150434,0.250014,0.497894,0.989228,1.0,1.0,1.0,1.0,1.0
bookmia.46.79,attack_train,to_kill_a_mockingbird,214.479,71,3.0208,11.08,0.09471,0.141777,0.235669,0.469469,0.933631,1.0,1.0,1.0,1.0,1.0
bookmia.46.80,attack_train,to_kill_a_mockingbird,196.981,75,2.6264,12.081,0.103219,0.154484,0.256723,0.511181,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.82,attack_train,to_kill_a_mockingbird,168.038,72,2.3339,5.799,0.121219,0.181348,0.301193,0.599111,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.87,attack_train,to_kill_a_mockingbird,156.862,71,2.2093,6.29,0.129963,0.194391,0.322761,0.641662,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.90,attack_train,to_kill_a_mockingbird,222.487,77,2.8894,15.788,0.091266,0.136632,0.22714,0.45256,0.900386,1.0,1.0,1.0,1.0,1.0
bookmia.46.93,attack_train,to_kill_a_mockingbird,149.333,73,2.0457,13.783,0.136599,0.204284,0.339111,0.673873,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.46.99,attack_train,to_kill_a_mockingbird,174.266,75,2.3235,12.282,0.116836,0.17481,0.290375,0.577743,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.01,test,fifty_shades_of_grey,175.267,63,2.782,11.714,0.116161,0.173803,0.288708,0.574449,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.03,test,fifty_shades_of_grey,203.789,84,2.4261,10.079,0.099733,0.149279,0.248101,0.494105,0.981853,1.0,1.0,1.0,1.0,1.0
bookmia.13.04,test,fifty_shades_of_grey,256.504,92,2.7881,16.313,0.079049,0.118375,0.196863,0.392469,0.78176,1.0,1.0,1.0,1.0,1.0
bookmia.13.05,test,fifty_shades_of_grey,211.267,79,2.6743,11.816,0.096165,0.143951,0.239272,0.47661,0.947642,1.0,1.0,1.0,1.0,1.0
bookmia.13.08,test,fifty_shades_of_grey,179.747,72,2.4965,15.518,0.113233,0.169433,0.281475,0.560153,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.09,test,fifty_shades_of_grey,223.751,79,2.8323,10.62,0.090745,0.135854,0.22585,0.450001,0.895349,1.0,1.0,1.0,1.0,1.0
bookmia.13.10,test,fifty_shades_of_grey,185.951,77,2.415,12.298,0.109412,0.16373,0.272035,0.541485,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.12,test,fifty_shades_of_grey,194.728,76,2.5622,17.488,0.104426,0.156287,0.25971,0.517093,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.13,test,fifty_shades_of_grey,258.954,85,3.0465,12.502,0.078294,0.117246,0.19499,0.388749,0.7744,1.0,1.0,1.0,1.0,1.0
bookmia.13.16,test,fifty_shades_of_grey,210.731,87,2.4222,15.401,0.096413,0.14432,0.239884,0.477823,0.950019,1.0,1.0,1.0,1.0,1.0
bookmia.13.18,test,fifty_shades_of_grey,162.937,80,2.0367,2.243,0.12506,0.187078,0.31067,0.617816,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.22,test,fifty_shades_of_grey,225.871,82,2.7545,6.033,0.089884,0.134568,0.223719,0.445773,0.887023,1.0,1.0,1.0,1.0,1.0
bookmia.13.23,test,fifty_shades_of_grey,188.339,76,2.4782,12.186,0.108009,0.161636,0.268568,0.534625,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.25,test,fifty_shades_of_grey,193.322,69,2.8018,0.427,0.105194,0.157434,0.261609,0.520853,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.27,test,fifty_shades_of_grey,176.958,75,2.3594,15.82,0.115038,0.172127,0.285935,0.568969,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.29,test,fifty_shades_of_grey,149.462,80,1.8683,0.352,0.13648,0.204106,0.338817,0.673294,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.31,test,fifty_shades_of_grey,132.812,73,1.8193,7.938,0.153821,0.229943,0.381477,0.757118,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.32,test,fifty_shades_of_grey,151.709,73,2.0782,10.272,0.134433,0.201055,0.333776,0.663367,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.34,test,fifty_shades_of_grey,185.241,85,2.1793,12.433,0.109836,0.164363,0.273084,0.543559,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.35,test,fifty_shades_of_grey,194.367,72,2.6995,20.031,0.104622,0.15658,0.260195,0.518053,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.37,test,fifty_shades_of_grey,171.042,68,2.5153,13.414,0.119065,0.178135,0.295877,0.588612,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.41,test,fifty_shades_of_grey,197.314,82,2.4063,14.226,0.103042,0.154221,0.256288,0.510318,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.42,test,fifty_shades_of_grey,157.437,69,2.2817,13.865,0.129483,0.193674,0.321577,0.639328,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.43,test,fifty_shades_of_grey,184.738,78,2.3684,12.523,0.110139,0.164815,0.273831,0.545037,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.44,test,fifty_shades_of_grey,197.942,74,2.6749,11.448,0.102712,0.153727,0.25547,0.508699,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.45,test,fifty_shades_of_grey,183.043,72,2.5423,8.643,0.11117,0.166355,0.27638,0.550079,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.46,test,fifty_shades_of_grey,185.593,75,2.4746,13.24,0.109626,0.164049,0.272563,0.542529,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.47,test,fifty_shades_of_grey,208.706,78,2.6757,15.11,0.097358,0.145732,0.242224,0.482461,0.959104,1.0,1.0,1.0,1.0,1.0
bookmia.13.51,test,fifty_shades_of_grey,164.157,69,2.3791,14.189,0.124119,0.185675,0.30835,0.613238,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.52,test,fifty_shades_of_grey,220.923,79,2.7965,14.261,0.091919,0.137607,0.228757,0.455766,0.906697,1.0,1.0,1.0,1.0,1.0
bookmia.13.53,test,fifty_shades_of_grey,221.006,80,2.7626,13.138,0.091884,0.137555,0.228671,0.455595,0.906359,1.0,1.0,1.0,1.0,1.0
bookmia.13.54,test,fifty_shades_of_grey,182.244,79,2.3069,4.066,0.111663,0.167091,0.277599,0.552488,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.58,test,fifty_shades_of_grey,183.985,70,2.6284,11.006,0.110595,0.165495,0.274958,0.547266,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.59,test,fifty_shades_of_grey,223.176,84,2.6569,17.468,0.090981,0.136206,0.226435,0.451161,0.897633,1.0,1.0,1.0,1.0,1.0
bookmia.13.61,test,fifty_shades_of_grey,169.873,77,2.2061,13.013,0.119894,0.179372,0.297923,0.592654,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.64,test,fifty_shades_of_grey,176.113,70,2.5159,18.064,0.115597,0.17296,0.287314,0.571694,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.67,test,fifty_shades_of_grey,246.555,82,3.0068,8.986,0.082271,0.123191,0.204851,0.408332,0.813132,1.0,1.0,1.0,1.0,1.0
bookmia.13.72,test,fifty_shades_of_grey,133.393,82,1.6267,11.667,0.153142,0.228932,0.37981,0.753848,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.74,test,fifty_shades_of_grey,153.844,73,2.1075,13.872,0.132545,0.198239,0.329123,0.6542,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.75,test,fifty_shades_of_grey,232.984,70,3.3283,15.929,0.087112,0.130426,0.216851,0.432149,0.860165,1.0,1.0,1.0,1.0,1.0
bookmia.13.79,test,fifty_shades_of_grey,190.05,78,2.4365,4.239,0.107026,0.160168,0.266137,0.529815,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.82,test,fifty_shades_of_grey,146.352,82,1.7848,10.725,0.139417,0.208483,0.346049,0.687528,1.0,1.0,1.0,1.0,1.0,1.0
