model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.29,137,295,296.26644359886996,1.0042930291487118,7.125365734100342,7.09490709115063,2.1625287853932114
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.31,147,303,329.41412025282625,1.0871753143657632,2.9849992024479435,2.745646597199766,2.2409123826722874
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.34,128,274,268.75129928893875,0.9808441579888275,3.995558261871338,4.073591333881248,2.099619525694834
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.35,142,281,311.0825459732441,1.1070553237481997,12.223653793334961,11.041592530307218,2.190722154741156
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.38,134,297,248.52653313893825,0.8367896738684789,3.670825640360514,4.386796055202601,1.8546756204398376
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.39,144,312,342.7405849593342,1.098527515895302,1.4409325122833252,1.3116945105457485,2.3801429511064875
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.40,138,288,239.7904826174199,0.832605842421597,5.303005695343018,6.3691670477827325,1.7376121928798545
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.41,150,281,312.8343078966136,1.1132893519452443,5.78743044535319,5.19849618182447,2.085562052644091
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.43,138,285,280.2918797323364,0.9834802797625838,2.823863983154297,2.8712970064188674,2.0311005777705535
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.44,146,329,344.20588034251705,1.0462184812842463,1.1473657299848425,1.0966788969130394,2.357574522893952
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.45,136,281,349.00592586176936,1.2420139710383251,11.247796058654785,9.056094634146197,2.566220043101245
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.50,144,262,330.9593144575483,1.2632034902959859,12.246220588684082,9.694574692644828,2.2983285726218634
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.52,123,269,275.50996085617226,1.0242005979783355,3.6986843744913735,3.6112890207174146,2.23991838094449
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.53,119,250,228.02119594241958,0.9120847837696783,2.5496421813964845,2.795400413170719,1.9161445037178115
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.57,122,252,251.60887039772933,0.9984478984036879,1.4212936334622404,1.423503054825991,2.0623677901453226
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.58,135,269,266.7683096320834,0.9917037532791204,7.3362531661987305,7.397625694105749,1.9760615528302474
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.61,144,301,377.378505282104,1.2537491869837343,3.4104151725769043,2.720173387136282,2.6206840644590557
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.62,149,275,313.0004516020126,1.138183460370955,14.064373970031738,12.356860259986469,2.100674171825588
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.63,133,292,395.6515111355693,1.3549709285464702,4.203317642211914,3.102145997125544,2.974823391996762
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.67,145,320,348.7431965650758,1.089822489265862,1.2854747772216797,1.179526748514444,2.4051254935522466
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.68,137,302,339.7917778648407,1.125138337300797,3.8109097480773926,3.387058836889117,2.4802319552178154
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.71,137,259,188.49883053899975,0.7277947125057905,1.7458462715148926,2.3988169211946593,1.3759038725474435
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.73,142,293,335.5084211700014,1.145079935733793,14.083799362182617,12.29940279510478,2.3627353603521226
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.74,123,266,247.83580029790755,0.9317135349545397,7.41081428527832,7.953962250467801,2.014925205674045
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.78,136,279,269.2425324950018,0.9650269981899706,12.587677955627441,13.043860927453027,1.979724503639719
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.80,135,256,261.6639679937798,1.0221248749757024,1.3053549528121948,1.277099290674464,1.9382516147687394
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.81,133,267,308.28471354418434,1.1546243952965705,2.547813892364502,2.206617063300559,2.317930177023942
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.82,131,260,264.06922103778925,1.0156508501453432,2.6521516650915147,2.6112828682336873,2.0157955804411394
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.83,148,291,344.4374401792593,1.183633815049001,7.881427764892578,6.658670667132214,2.3272800012112116
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.84,153,280,360.8743891801423,1.288837104214794,1.9541905105207116,1.5162432119078966,2.358656138432303
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.85,127,273,327.7480911621242,1.2005424584693194,2.836268901824951,2.362489457841556,2.5806936311978284
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.89,125,277,228.30356485416996,0.8242005951414078,5.797015190124512,7.033500369081777,1.8264285188333598
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.90,131,232,286.52878907416016,1.2350378839403455,7.748772144317627,6.274116968457225,2.1872426646882457
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.93,147,305,359.6859174553538,1.1792980900175534,5.295724550882976,4.490573329771229,2.4468429758867605
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.94,138,270,265.7053234860068,0.9840937906889141,4.333096504211426,4.403133669990992,1.9254008948261363
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.96,125,246,283.79115944122896,1.1536225993545892,7.663449764251709,6.642943514229988,2.2703292755298317
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.98,135,255,267.63896200762247,1.049564556892637,15.818212509155273,15.071214443432623,1.9825108296860923
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,hitchhiker's_guide_to_the_galaxy,bookmia.18.99,132,273,277.565486999054,1.0167233956009303,5.683337688446045,5.5898563100212035,2.102768840901924
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.01,129,262,257.199059049075,0.9816757978972328,3.0235722064971924,3.080010949616705,1.993791155419186
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.02,131,272,287.3240649485815,1.0563384740756674,5.182279268900554,4.905888970327647,2.193313472889935
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.03,120,243,253.27903998707188,1.0423005760784851,3.776500940322876,3.623235971461754,2.1106586665589324
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.04,135,250,335.0839211316779,1.3403356845267118,4.819277127583821,3.595574737895279,2.4821031194939107
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.06,116,235,259.2933881698991,1.1033761198719112,5.1454159418741865,4.66333813937491,2.2352878290508547
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.08,127,239,241.28810687398072,1.0095736689287897,5.717706203460693,5.663485864808139,1.8999063533384308
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.12,119,234,272.17834904260235,1.163155337788899,5.022030830383301,4.317592558127218,2.2872130171647256
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.19,133,250,281.1620866789599,1.1246483467158397,4.079720973968506,3.6275525464310423,2.114000651721503
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.20,120,235,231.49064255459234,0.985066564062095,12.219630241394043,12.404877687660264,1.9290886879549363
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.21,127,251,286.69834493630333,1.1422244818179415,7.681641101837158,6.725158866855325,2.2574672829630185
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.22,131,258,290.3966496207868,1.1255684093828944,4.42625093460083,3.9324583896482777,2.2167683177159296
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.23,124,225,276.3955763655249,1.2284247838467774,6.361276149749756,5.178401016812441,2.228996583592943
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.26,121,241,276.0824150797562,1.1455701870529302,5.056678771972656,4.414115197063012,2.2816728518988114
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.28,121,222,243.68689931181143,1.0976887356387903,1.321118367370218,1.2035455265935702,2.013941316626541
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.30,131,246,310.3086357776192,1.2614172186082082,5.621706962585449,4.456659445943025,2.3687682120428946
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.32,137,305,322.8805797104724,1.0586248515097454,3.768259006765826,3.5595792044667833,2.3567925526311853
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.34,129,256,291.2818494302919,1.1378197243370778,3.148391532897949,2.7670389830271933,2.2579988327929605
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.35,128,241,262.48383675230434,1.089144550839437,12.281907081604004,11.27665475821181,2.0506549746273777
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.36,125,227,229.2375374470139,1.0098569931586514,3.8558430671691895,3.818207026629389,1.8339002995761111
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.37,131,249,271.22687303239945,1.0892645503309215,4.340987205505371,3.985246012262648,2.070434145285492
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.39,132,260,313.2545933688525,1.2048253591109712,6.780834197998047,5.628063973521903,2.3731408588549434
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.40,127,236,271.2055546086631,1.1491760788502672,3.6447954177856445,3.1716596654467484,2.135476807942229
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.41,126,259,264.91816307092085,1.0228500504668758,1.546774998307228,1.512220679464413,2.102525103737467
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.42,124,253,239.50648099230602,0.9466659327759132,3.411032199859619,3.603205821358156,1.93150387897021
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.44,125,263,338.6897006125655,1.2877935384508195,6.61227560043335,5.134577401582351,2.709517604900524
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.45,130,241,273.98235407925677,1.1368562409927667,3.1954879760742188,2.8108109546759747,2.107556569840437
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.47,147,287,246.2992410771185,0.858185508979507,1.9958562850952148,2.325669991175387,1.6755050413409422
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.50,123,236,300.12778654741123,1.2717279090992002,7.934846878051758,6.239421830155656,2.440063305263506
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.51,132,281,319.6795082142344,1.1376494954243217,8.960735321044922,7.876534343033956,2.421814456168442
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.52,143,277,318.654463737621,1.150377125406574,3.7168664932250977,3.230998262340672,2.2283528932700767
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.55,122,257,278.9586025514436,1.0854420332740997,15.074996948242188,13.888348236128603,2.2865459225528166
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.57,134,250,304.8515798166627,1.2194063192666509,1.4494643576443196,1.1886639709363038,2.2750117896765873
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.58,131,260,294.08186472184025,1.1310840950840009,6.4415842692057295,5.6950533538599,2.2448997307010705
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.59,138,255,332.3963450586889,1.303515078661525,11.534159660339355,8.848504976392645,2.4086691670919484
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.68,134,255,288.43366727035027,1.1311124206680403,4.990466785430908,4.411998926228319,2.1524900542563454
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.72,126,252,300.6794883928669,1.193172572987567,5.505827903747559,4.614443902244248,2.386345145975134
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.74,130,244,267.6312453155406,1.0968493660472975,4.052621841430664,3.6947843221490357,2.05870188704262
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.80,134,247,252.80554075108375,1.0235042135671406,9.370794296264648,9.155599138771827,1.8866085130677892
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.82,135,263,285.04819794486684,1.0838334522618511,1.6234416961669922,1.4978700766054351,2.1114681329249394
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.84,130,234,231.79284913884476,0.9905677313625845,3.5051815509796143,3.5385581823446133,1.783021916452652
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.85,125,252,264.5444445109606,1.0497795417101612,3.865471363067627,3.682174408514873,2.1163555560876848
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.86,123,246,213.80253927310696,0.8691160133053129,3.601945400238037,4.144378132603461,1.7382320266106257
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.89,148,273,309.5997133667697,1.1340648841273615,7.731913089752197,6.81787541257107,2.0918899551808763
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.91,135,278,348.9892417250667,1.255356984622542,5.514204025268555,4.392538610781341,2.585105494259753
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.92,145,264,315.86483467774815,1.1964577071126823,1.2406466736557538,1.036933162183985,2.1783781701913667
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.93,138,254,310.79436601960333,1.2235998662189107,1.368921338096823,1.1187655179523477,2.2521330870985747
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.94,131,231,244.05692569515668,1.0565234878578211,5.329960346221924,5.044810084656811,1.8630299671386006
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.96,143,244,294.4005724507733,1.2065597231589071,3.068086862564087,2.5428387867377964,2.05874526189352
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.97,125,237,255.0977721507661,1.0763619078091398,10.333999633789062,9.600859672582807,2.040782177206129
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_hunger_games,bookmia.37.99,134,237,279.8659042873187,1.1808687944612604,4.190176963806152,3.5483848700717067,2.088551524532229
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.00,138,260,246.87205307077966,0.9495078964260756,3.189544677734375,3.359155505435756,1.788927920802751
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.01,141,267,325.6644823556999,1.2197171623808984,4.742912292480469,3.8885345215789724,2.3096771798276587
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.05,145,260,350.9693987616338,1.3498823029293607,6.334236145019531,4.6924358747971535,2.4204786121491986
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.07,137,272,348.05866192874964,1.2796274335615796,2.8451249791043147,2.2234010497770393,2.540574174662406
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.08,132,270,331.4124695364153,1.2274535908756121,2.169641282823351,1.7675953689423183,2.510700526791025
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.09,135,260,309.03611208021175,1.1886004310777376,3.874772548675537,3.259945434448624,2.2891563857793464
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.12,132,250,310.14235923130764,1.2405694369252305,4.15192985534668,3.346793602812994,2.349563327509906
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.15,141,272,375.0535127108451,1.378873208495754,13.649773597717285,9.89922315816706,2.6599539908570575
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.16,133,265,278.4734438310261,1.050843184268023,3.261662006378174,3.1038522733057667,2.093785291962602
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.18,146,287,331.4195668052125,1.1547720097742598,3.1673379284994945,2.7428253384134766,2.2699970329124146
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.19,158,290,373.4956701589981,1.2879161039965452,3.0482590198516846,2.3668148960888074,2.3638966465759372
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.21,139,273,321.5667936929967,1.1779003431977901,3.458800792694092,2.9364120765124,2.3134301704532136
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.23,127,252,287.00010819130694,1.138889318219472,4.173012733459473,3.6641073603039134,2.259843371585094
alea-institute/kl3m-003-1.7b,kl3m,1.7,passage,the_silmarillion,bookmia.42.25,129,272,256.6806946286524,0.9436790243700457,1.1767603876476642,1.24699220525031,1.989772826578701
